Codigo codigo.Huffman

Palabra | Codigo
AAA     | 0111
AAB     | 0101
AAC     | 10011
ABA     | 1101
ABB     | 1010
ABC     | 01101
ACA     | 11000
ACB     | 11101
ACC     | 000111
BAA     | 0010
BAB     | 0100
BAC     | 00110
BBA     | 1011
BBB     | 1111
BBC     | 00010
BCA     | 10001
BCB     | 10000
BCC     | 00000
CAA     | 01100
CAB     | 11100
CAC     | 001110
CBA     | 10010
CBB     | 11001
CBC     | 001111
CCA     | 000011
CCB     | 000110
CCC     | 000010
